unmod1,human,vleng,Andrev2015,muscle,pc3,channel_name
-0.015,0.159,-0.038,-0.009,-0.059,0.063,filter_39
-0.233,-0.438,-0.229,-0.042,-0.019,-0.115,filter_40
-0.571,-0.444,-0.531,-0.114,-0.105,-0.115,filter_41
-0.45,-0.317,-0.437,-0.102,-0.096,-0.087,filter_42
0.016,0.093,0.009,0.027,-0.097,0.043,filter_43
-0.055,0.117,-0.107,-0.007,-0.041,0.067,filter_44
-0.16,-0.087,-0.165,-0.024,-0.085,-0.014,filter_45
-0.31,-0.286,-0.328,-0.069,-0.072,-0.086,filter_46
-0.381,-0.382,-0.354,-0.087,-0.044,-0.108,filter_47
0.03,0.007,-0.035,-0.029,-0.084,0.006,filter_48
-0.025,0.236,-0.035,0.008,-0.029,0.057,filter_49
-0.312,-0.261,-0.344,-0.076,-0.138,-0.06,filter_50
-0.344,-0.107,-0.325,-0.079,-0.064,-0.019,filter_51
0.026,-0.049,0.017,-0.024,0.057,-0.097,filter_52
-0.213,-0.211,-0.252,-0.061,-0.115,-0.063,filter_53
-0.167,-0.36,-0.189,-0.052,-0.006,-0.101,filter_54
-0.035,0.078,-0.035,-0.007,-0.12,-0.014,filter_55
0.058,0.195,0.032,-0.009,-0.042,0.07,filter_56
-0.027,0.002,-0.067,-0.003,0.044,0.027,filter_57
-0.085,-0.089,-0.116,-0.042,-0.036,-0.003,filter_58
-0.506,-0.474,-0.503,-0.126,-0.128,-0.136,filter_59
-0.207,-0.32,-0.212,-0.09,-0.079,-0.138,filter_60
-0.021,-0.092,-0.062,-0.034,0.05,0.008,filter_61
-0.012,-0.024,-0.038,-0.061,-0.043,-0.112,filter_62
-0.055,-0.312,-0.079,-0.044,-0.093,-0.077,filter_63
0.056,0.261,0.039,0.028,-0.169,0.09,filter_64
0.073,0.162,0.076,0.003,-0.043,0.035,filter_65
-0.002,-0.176,-0.003,-0.011,-0.124,-0.05,filter_66
-0.11,-0.076,-0.124,-0.017,0.086,0.004,filter_67
-0.465,-0.385,-0.449,-0.095,-0.072,-0.09,filter_68
-0.42,-0.334,-0.426,-0.067,-0.096,-0.038,filter_69
-0.096,-0.055,-0.123,0.004,-0.11,0.021,filter_70
-0.258,-0.289,-0.271,-0.072,-0.03,-0.106,filter_71
-0.073,-0.131,-0.085,-0.043,-0.085,-0.101,filter_72
-0.289,-0.43,-0.317,-0.09,-0.092,-0.13,filter_73
-0.248,-0.31,-0.27,-0.108,-0.023,-0.133,filter_74
0.042,0.154,0.038,0.026,-0.048,0.043,filter_75
0.083,0.096,0.056,0.022,0.103,0.062,filter_76
-0.021,-0.07,-0.044,0.005,-0.089,0.01,filter_77
-0.088,0.171,-0.087,-0.026,-0.049,0.03,filter_78
0.01,-0.284,-0.004,0.002,-0.073,-0.074,filter_79
-0.264,-0.087,-0.251,-0.048,-0.143,-0.049,filter_80
-0.04,0.064,-0.046,-0.011,0.016,-0.0,filter_81
-0.084,-0.406,-0.131,-0.038,-0.007,-0.116,filter_82
-0.008,-0.292,-0.016,-0.032,0.024,-0.105,filter_83
-0.331,-0.308,-0.341,-0.086,-0.128,-0.094,filter_84
-0.029,-0.018,-0.067,0.007,-0.002,0.035,filter_85
-0.475,-0.333,-0.474,-0.096,-0.075,-0.068,filter_86
-0.355,-0.417,-0.366,-0.124,-0.107,-0.162,filter_87
-0.15,-0.073,-0.165,-0.052,-0.052,-0.008,filter_88
-0.21,-0.066,-0.181,-0.049,-0.038,-0.096,filter_89
-0.296,-0.406,-0.315,-0.119,-0.089,-0.168,filter_90
-0.073,-0.147,-0.109,-0.038,-0.073,-0.012,filter_91
0.004,-0.036,-0.075,-0.018,0.009,0.014,filter_92
-0.445,-0.394,-0.458,-0.135,-0.146,-0.145,filter_93
-0.071,-0.035,-0.088,-0.05,-0.046,-0.09,filter_94
-0.22,0.151,-0.193,-0.016,-0.052,0.071,filter_95
-0.185,-0.383,-0.185,-0.049,-0.037,-0.129,filter_96
0.043,0.262,-0.036,0.017,-0.183,0.091,filter_97
-0.018,0.041,-0.019,0.013,0.0,0.054,filter_98
-0.109,-0.318,-0.169,-0.057,-0.038,-0.092,filter_99
-0.088,-0.119,-0.08,-0.006,-0.069,-0.005,filter_100
0.036,-0.077,0.038,-0.003,0.025,-0.054,filter_101
0.033,-0.191,0.031,-0.008,-0.054,-0.074,filter_102
-0.494,-0.283,-0.458,-0.098,-0.039,-0.075,filter_103
-0.048,-0.008,-0.079,-0.023,-0.065,-0.002,filter_104
0.015,-0.016,-0.027,-0.018,-0.084,0.029,filter_105
-0.041,-0.032,-0.09,-0.022,-0.06,0.006,filter_106
-0.434,-0.291,-0.445,-0.103,-0.043,-0.049,filter_107
-0.012,0.128,-0.041,0.015,-0.091,0.05,filter_108
-0.073,-0.216,-0.104,-0.008,-0.108,-0.059,filter_109
-0.028,0.191,-0.069,0.004,-0.042,0.079,filter_110
-0.04,-0.092,-0.082,-0.007,-0.135,-0.003,filter_111
-0.013,-0.158,-0.019,0.011,-0.0,0.001,filter_112
-0.012,0.121,-0.039,-0.01,-0.155,-0.014,filter_113
-0.229,-0.133,-0.25,-0.018,-0.058,-0.001,filter_114
-0.068,-0.093,-0.111,-0.042,-0.141,-0.021,filter_115
0.0,-0.183,-0.011,-0.032,-0.021,-0.104,filter_116
0.07,0.191,0.048,0.025,0.041,0.045,filter_117
0.04,0.187,0.039,0.009,0.016,0.092,filter_118
-0.094,-0.061,-0.124,-0.036,-0.092,-0.01,filter_119
0.05,0.023,0.03,-0.031,0.051,0.004,filter_120
-0.163,0.054,-0.175,-0.045,-0.034,0.024,filter_121
-0.08,0.22,-0.074,-0.001,-0.042,0.092,filter_122
-0.031,-0.016,-0.039,-0.06,-0.073,-0.033,filter_123
-0.334,-0.298,-0.348,-0.074,-0.11,-0.074,filter_124
-0.32,-0.4,-0.309,-0.097,-0.024,-0.12,filter_125
-0.448,-0.319,-0.44,-0.086,-0.077,-0.051,filter_126
0.04,0.077,0.002,-0.012,-0.019,-0.008,filter_127
-0.02,-0.291,-0.041,-0.004,-0.08,-0.097,filter_128
-0.069,-0.171,-0.125,-0.039,-0.058,-0.036,filter_129
0.01,-0.201,-0.031,-0.03,-0.036,-0.11,filter_130
-0.149,-0.158,-0.163,-0.071,-0.051,-0.115,filter_131
-0.357,-0.229,-0.362,-0.058,-0.049,-0.036,filter_132
-0.032,-0.089,-0.028,-0.002,-0.018,-0.017,filter_133
-0.428,-0.329,-0.411,-0.11,-0.108,-0.107,filter_134
-0.159,-0.224,-0.168,-0.034,0.011,-0.05,filter_135
0.089,0.283,0.053,0.025,0.044,0.066,filter_136
-0.002,-0.027,-0.039,-0.016,-0.083,0.007,filter_137
0.042,-0.015,-0.022,-0.015,-0.072,0.011,filter_138
-0.247,-0.138,-0.243,-0.047,-0.022,-0.033,filter_139
-0.057,-0.127,-0.079,-0.024,-0.049,-0.032,filter_140
-0.001,0.165,-0.054,-0.011,-0.12,0.065,filter_141
-0.463,-0.389,-0.47,-0.121,-0.132,-0.119,filter_142
-0.5,-0.396,-0.484,-0.117,-0.08,-0.115,filter_143
-0.059,-0.065,-0.089,0.02,0.01,0.006,filter_144
-0.041,-0.029,-0.076,-0.008,-0.074,-0.025,filter_145
-0.269,-0.36,-0.299,-0.077,-0.084,-0.138,filter_146
-0.05,-0.038,-0.062,-0.022,0.028,-0.01,filter_147
0.002,0.045,-0.039,0.006,-0.039,-0.001,filter_148
-0.205,-0.052,-0.208,-0.036,-0.045,0.004,filter_149
-0.198,0.056,-0.187,-0.013,-0.104,0.024,filter_150
-0.345,-0.181,-0.339,-0.067,-0.059,-0.028,filter_151
-0.008,0.042,-0.047,-0.034,-0.08,-0.025,filter_152
0.006,-0.079,-0.009,-0.043,0.112,-0.112,filter_153
-0.338,-0.338,-0.334,-0.091,-0.117,-0.094,filter_154
-0.04,-0.044,-0.07,-0.007,-0.049,-0.009,filter_155
-0.139,0.006,-0.172,-0.032,-0.024,0.02,filter_156
-0.069,-0.208,-0.064,-0.046,-0.112,-0.064,filter_157
0.035,0.08,-0.035,0.014,-0.14,0.034,filter_158
-0.064,-0.279,-0.053,0.01,-0.141,-0.029,filter_159
-0.525,-0.367,-0.516,-0.099,-0.129,-0.08,filter_160
0.084,0.116,0.045,-0.016,0.069,0.033,filter_161
-0.022,0.043,-0.022,-0.028,0.019,0.001,filter_162
-0.398,-0.267,-0.417,-0.103,-0.068,-0.057,filter_163
-0.203,-0.346,-0.219,-0.04,-0.05,-0.064,filter_164
-0.259,-0.428,-0.243,-0.049,-0.039,-0.126,filter_165
-0.225,-0.325,-0.243,-0.092,-0.059,-0.158,filter_166
-0.047,0.246,-0.041,0.011,-0.086,0.06,filter_167
-0.326,-0.339,-0.341,-0.081,-0.103,-0.074,filter_168
-0.394,-0.449,-0.408,-0.131,-0.122,-0.184,filter_169
-0.37,-0.153,-0.342,-0.063,-0.077,-0.028,filter_170
-0.266,-0.255,-0.289,-0.058,-0.022,-0.035,filter_171
-0.329,-0.494,-0.327,-0.116,-0.141,-0.168,filter_172
0.042,0.215,-0.019,-0.003,-0.072,0.063,filter_173
0.104,0.183,0.038,0.013,-0.02,0.088,filter_174
-0.089,-0.166,-0.137,-0.027,-0.026,-0.071,filter_175
-0.01,-0.256,-0.021,-0.032,-0.058,-0.092,filter_176
0.008,0.262,-0.021,0.019,0.043,0.079,filter_177
-0.213,-0.437,-0.23,-0.075,-0.054,-0.153,filter_178
0.073,0.149,-0.004,-0.015,-0.058,0.073,filter_179
-0.208,-0.01,-0.198,-0.058,-0.105,-0.0,filter_180
-0.502,-0.38,-0.493,-0.104,-0.111,-0.083,filter_181
0.005,-0.04,-0.025,0.005,-0.049,0.018,filter_182
-0.23,-0.233,-0.248,-0.04,-0.033,-0.036,filter_183
-0.028,-0.147,-0.07,-0.026,-0.047,-0.035,filter_184
0.029,-0.136,-0.007,-0.021,-0.054,-0.071,filter_185
-0.296,-0.274,-0.298,-0.046,-0.075,-0.084,filter_186
0.009,-0.026,-0.041,0.001,-0.017,0.019,filter_187
-0.08,-0.196,-0.063,-0.052,-0.029,-0.065,filter_188
-0.047,-0.3,-0.056,-0.022,-0.009,-0.11,filter_189
0.099,0.31,0.065,0.014,-0.018,0.104,filter_190
-0.174,-0.216,-0.198,-0.047,-0.003,-0.056,filter_191
-0.0,-0.215,-0.011,-0.011,-0.028,-0.069,filter_192
-0.205,-0.336,-0.198,-0.046,-0.052,-0.061,filter_193
-0.236,-0.127,-0.252,-0.041,-0.077,-0.002,filter_194
0.039,0.051,-0.019,0.003,-0.034,0.018,filter_195
0.008,-0.025,-0.013,-0.029,-0.055,-0.086,filter_196
-0.051,-0.039,-0.087,-0.038,-0.047,-0.059,filter_197
0.048,0.106,0.047,0.027,-0.04,-0.005,filter_198
-0.012,-0.191,-0.062,-0.04,-0.026,-0.068,filter_199
-0.047,-0.058,-0.112,-0.033,-0.109,0.006,filter_200
-0.005,0.109,-0.032,-0.01,-0.069,0.039,filter_201
0.017,-0.195,-0.011,0.004,-0.023,-0.033,filter_202
-0.089,0.206,-0.084,0.007,-0.068,0.048,filter_203
0.02,0.031,-0.051,-0.01,-0.04,0.04,filter_204
-0.272,-0.351,-0.288,-0.063,-0.003,-0.133,filter_205
-0.161,-0.249,-0.142,-0.064,-0.046,-0.081,filter_206
-0.096,-0.136,-0.121,-0.021,-0.045,-0.002,filter_207
-0.077,-0.054,-0.12,-0.04,-0.112,0.017,filter_208
-0.421,-0.381,-0.372,-0.074,-0.071,-0.082,filter_209
-0.054,0.03,-0.102,-0.016,-0.071,0.032,filter_210
-0.655,-0.467,-0.597,-0.144,-0.123,-0.123,filter_211
-0.144,-0.413,-0.136,-0.034,0.098,-0.152,filter_212
-0.496,-0.38,-0.463,-0.123,-0.11,-0.129,filter_213
0.023,0.03,-0.027,-0.009,-0.083,0.034,filter_214
0.098,0.165,0.086,-0.007,0.11,0.012,filter_215
-0.188,-0.009,-0.202,-0.041,-0.01,0.015,filter_216
-0.264,-0.381,-0.245,-0.049,-0.05,-0.11,filter_217
0.008,-0.062,-0.035,-0.01,-0.123,0.01,filter_218
-0.143,-0.163,-0.148,-0.005,-0.149,-0.061,filter_219
0.089,0.271,0.065,0.018,-0.012,0.125,filter_220
-0.115,-0.004,-0.11,-0.023,-0.043,0.005,filter_221
-0.308,-0.381,-0.323,-0.06,-0.056,-0.105,filter_222
-0.067,0.015,-0.117,-0.031,-0.08,0.023,filter_223
-0.529,-0.409,-0.49,-0.1,-0.075,-0.065,filter_224
-0.439,-0.332,-0.45,-0.074,-0.132,-0.066,filter_225
0.067,0.253,0.039,0.005,0.089,0.039,filter_226
-0.377,-0.372,-0.366,-0.086,-0.066,-0.11,filter_227
-0.121,-0.028,-0.132,-0.039,0.002,-0.041,filter_228
-0.465,-0.407,-0.452,-0.116,-0.124,-0.105,filter_229
-0.587,-0.429,-0.569,-0.114,-0.13,-0.111,filter_230
0.023,-0.037,0.014,-0.037,0.039,-0.048,filter_231
-0.263,0.06,-0.251,-0.019,-0.115,0.055,filter_232
0.058,0.221,0.021,0.031,-0.083,0.081,filter_233
0.05,0.148,0.068,0.012,-0.091,0.029,filter_234
-0.022,-0.041,-0.02,-0.017,-0.016,-0.071,filter_235
-0.301,-0.179,-0.309,-0.047,-0.206,-0.028,filter_236
-0.267,-0.308,-0.274,-0.071,-0.077,-0.122,filter_237
0.044,-0.063,0.026,0.01,0.056,-0.044,filter_238
-0.034,-0.016,-0.017,-0.018,-0.029,-0.01,filter_239
-0.422,-0.316,-0.425,-0.097,-0.11,-0.102,filter_240
-0.28,-0.29,-0.277,-0.085,-0.043,-0.082,filter_241
-0.115,-0.23,-0.136,-0.026,-0.063,-0.052,filter_242
-0.142,-0.017,-0.142,-0.036,-0.053,0.032,filter_243
-0.049,0.032,-0.062,-0.02,0.018,0.039,filter_244
0.025,0.004,-0.006,0.031,-0.104,0.026,filter_245
0.031,-0.119,0.023,-0.024,0.006,-0.093,filter_246
-0.386,-0.327,-0.381,-0.101,-0.054,-0.104,filter_247
-0.192,-0.183,-0.191,-0.022,-0.093,-0.018,filter_248
-0.499,-0.345,-0.509,-0.121,-0.119,-0.089,filter_249
-0.312,-0.329,-0.265,-0.038,-0.013,-0.063,filter_250
-0.024,-0.015,-0.085,-0.017,-0.092,0.033,filter_251
-0.55,-0.371,-0.516,-0.124,-0.111,-0.113,filter_252
-0.089,0.073,-0.099,-0.033,-0.01,-0.005,filter_253
-0.105,-0.097,-0.143,-0.027,-0.112,0.015,filter_254
-0.066,0.038,-0.115,-0.022,-0.13,0.038,filter_255
