unmod1,human,vleng,Andrev2015,muscle,pc3,channel_name
0.075,0.233,0.059,0.011,-0.078,0.08,filter_83
0.078,0.193,0.048,0.018,-0.053,0.047,filter_84
-0.012,-0.031,-0.062,-0.005,-0.057,-0.005,filter_85
0.008,0.139,0.008,0.028,-0.091,0.06,filter_86
0.088,0.254,0.054,0.015,-0.006,0.073,filter_87
0.043,0.162,0.026,-0.018,-0.164,0.034,filter_88
-0.203,-0.132,-0.227,-0.07,-0.119,-0.024,filter_89
0.085,0.215,-0.004,0.005,-0.034,0.069,filter_90
-0.2,-0.232,-0.202,-0.026,0.009,-0.076,filter_91
0.043,0.245,0.041,0.001,-0.051,0.049,filter_92
-0.516,-0.511,-0.495,-0.137,-0.096,-0.206,filter_93
-0.161,-0.238,-0.183,-0.017,0.005,-0.061,filter_94
-0.626,-0.414,-0.582,-0.151,-0.115,-0.12,filter_95
0.009,0.121,-0.043,0.018,-0.085,0.042,filter_96
0.076,0.266,0.073,0.04,-0.032,0.099,filter_97
0.068,0.119,0.028,-0.008,-0.098,0.031,filter_98
0.008,-0.183,0.03,-0.026,0.021,-0.059,filter_99
-0.006,0.115,-0.034,0.008,-0.007,0.06,filter_100
-0.001,0.023,-0.044,0.018,-0.129,0.041,filter_101
0.021,-0.183,0.008,0.025,-0.085,-0.033,filter_102
-0.106,0.013,-0.098,-0.034,-0.017,0.034,filter_103
-0.187,-0.198,-0.186,0.0,-0.137,-0.001,filter_104
0.067,0.079,0.014,0.015,-0.027,0.017,filter_105
0.041,0.301,0.028,0.003,-0.051,0.095,filter_106
0.093,0.379,0.047,0.027,-0.075,0.118,filter_107
-0.067,0.073,-0.074,-0.015,-0.134,0.0,filter_108
-0.423,-0.417,-0.4,-0.11,-0.023,-0.144,filter_109
-0.17,-0.081,-0.163,-0.061,-0.038,-0.025,filter_110
-0.265,-0.155,-0.286,-0.029,-0.151,-0.013,filter_111
-0.005,-0.268,0.005,-0.021,0.064,-0.103,filter_112
0.032,0.185,0.003,0.054,-0.01,0.08,filter_113
-0.155,-0.171,-0.162,-0.028,-0.043,-0.028,filter_114
-0.233,-0.128,-0.203,-0.062,-0.068,-0.024,filter_115
-0.078,-0.006,-0.106,-0.013,0.0,0.027,filter_116
-0.099,0.075,-0.101,-0.012,-0.137,0.021,filter_117
-0.172,-0.374,-0.218,-0.067,-0.106,-0.106,filter_118
0.029,0.073,0.017,0.056,-0.113,0.027,filter_119
-0.111,-0.009,-0.099,-0.023,-0.118,-0.029,filter_120
-0.403,-0.261,-0.394,-0.058,-0.119,-0.04,filter_121
-0.104,0.084,-0.142,-0.017,-0.086,0.082,filter_122
-0.116,-0.122,-0.135,-0.027,-0.099,-0.03,filter_123
-0.429,-0.269,-0.395,-0.107,-0.135,-0.128,filter_124
-0.021,-0.051,-0.07,-0.015,-0.005,0.027,filter_125
0.051,0.041,0.013,0.024,-0.122,0.054,filter_126
-0.019,-0.204,-0.077,-0.014,-0.047,-0.051,filter_127
0.012,-0.099,-0.025,-0.045,0.032,0.001,filter_128
-0.073,0.073,-0.076,-0.02,-0.057,0.041,filter_129
-0.358,-0.427,-0.358,-0.116,-0.132,-0.135,filter_130
0.085,0.181,0.081,0.022,-0.108,0.05,filter_131
0.094,0.224,0.053,0.026,0.015,0.11,filter_132
0.019,-0.045,0.007,0.001,0.085,0.012,filter_133
0.062,0.229,0.055,0.021,-0.104,0.091,filter_134
-0.079,-0.242,-0.111,-0.023,-0.034,-0.077,filter_135
-0.002,0.045,-0.001,-0.032,-0.061,0.027,filter_136
0.018,-0.224,-0.002,-0.016,0.07,-0.092,filter_137
-0.214,-0.099,-0.231,-0.012,-0.084,-0.012,filter_138
-0.019,0.241,-0.016,0.018,-0.087,0.087,filter_139
0.06,0.236,0.032,0.026,-0.066,0.086,filter_140
-0.008,-0.1,-0.043,0.005,0.013,-0.011,filter_141
0.045,0.2,0.004,0.008,-0.049,0.056,filter_142
-0.128,0.079,-0.125,-0.02,-0.092,0.028,filter_143
0.008,-0.226,-0.006,-0.029,0.128,-0.102,filter_144
0.001,-0.175,-0.05,-0.043,-0.023,-0.055,filter_145
0.052,0.215,0.039,0.024,-0.087,0.085,filter_146
0.087,0.173,0.066,0.029,-0.093,0.057,filter_147
0.038,-0.108,0.012,-0.004,-0.019,-0.064,filter_148
-0.379,-0.369,-0.388,-0.104,-0.144,-0.134,filter_149
0.105,0.098,0.096,0.028,-0.067,0.07,filter_150
0.026,-0.039,-0.028,-0.032,-0.022,-0.02,filter_151
0.015,0.136,-0.003,0.066,-0.119,0.045,filter_152
0.054,0.195,0.033,-0.038,-0.052,0.042,filter_153
0.018,0.174,-0.024,-0.008,-0.092,0.043,filter_154
-0.082,-0.312,-0.144,-0.039,-0.07,-0.096,filter_155
-0.108,-0.036,-0.148,-0.047,-0.134,0.01,filter_156
-0.096,0.149,-0.111,-0.003,-0.06,0.052,filter_157
-0.109,-0.069,-0.12,0.002,0.012,0.001,filter_158
0.035,0.053,0.002,-0.009,-0.11,0.029,filter_159
-0.012,-0.155,-0.047,-0.043,0.04,-0.033,filter_160
0.126,0.327,0.08,0.028,-0.093,0.106,filter_161
-0.017,0.052,-0.017,-0.012,0.049,-0.009,filter_162
0.03,-0.049,0.042,-0.025,0.101,-0.018,filter_163
0.027,0.035,-0.01,-0.028,0.065,0.006,filter_164
-0.225,-0.257,-0.256,-0.087,-0.123,-0.088,filter_165
0.025,0.103,-0.005,0.036,-0.058,0.034,filter_166
0.03,0.03,-0.038,0.021,-0.228,0.058,filter_167
-0.093,-0.115,-0.106,-0.068,-0.025,-0.069,filter_168
0.065,-0.007,0.004,0.008,-0.029,-0.01,filter_169
0.06,0.374,0.054,0.038,-0.082,0.131,filter_170
0.051,-0.066,0.009,-0.017,-0.007,-0.003,filter_171
0.055,0.041,0.058,0.009,-0.081,0.046,filter_172
0.067,0.109,0.049,0.016,-0.057,0.043,filter_173
-0.577,-0.401,-0.528,-0.126,-0.114,-0.112,filter_174
-0.237,-0.311,-0.261,-0.024,-0.052,-0.041,filter_175
0.071,0.269,0.063,0.06,-0.1,0.093,filter_176
-0.582,-0.375,-0.538,-0.141,-0.173,-0.1,filter_177
-0.179,-0.348,-0.225,-0.035,-0.101,-0.066,filter_178
0.059,0.115,-0.009,0.034,-0.132,0.083,filter_179
-0.038,0.003,-0.067,0.032,-0.061,0.057,filter_180
-0.025,-0.018,-0.046,-0.051,-0.088,-0.103,filter_181
0.009,0.112,-0.047,0.01,-0.121,0.046,filter_182
-0.032,0.083,-0.061,-0.047,-0.088,-0.011,filter_183
-0.016,0.002,-0.075,-0.01,-0.061,0.043,filter_184
-0.018,0.164,-0.038,-0.02,-0.045,0.039,filter_185
-0.047,-0.284,-0.022,-0.039,0.049,-0.127,filter_186
-0.129,0.104,-0.094,-0.016,-0.132,0.058,filter_187
0.101,0.325,0.056,0.04,-0.118,0.103,filter_188
-0.183,-0.334,-0.185,-0.087,-0.019,-0.117,filter_189
0.057,-0.005,0.042,-0.016,0.019,-0.003,filter_190
-0.064,-0.11,-0.101,-0.048,-0.015,-0.046,filter_191
0.011,-0.069,-0.005,-0.025,-0.02,-0.011,filter_192
-0.537,-0.495,-0.489,-0.11,-0.131,-0.152,filter_193
-0.041,0.089,-0.066,-0.021,-0.052,0.007,filter_194
0.082,0.268,0.078,0.017,-0.01,0.095,filter_195
0.068,0.079,0.021,-0.006,-0.038,0.002,filter_196
-0.329,-0.266,-0.304,-0.104,-0.057,-0.105,filter_197
-0.058,-0.182,-0.084,-0.022,-0.093,-0.061,filter_198
-0.177,-0.116,-0.156,-0.061,-0.126,-0.086,filter_199
0.088,0.311,0.062,0.037,-0.049,0.106,filter_200
-0.068,-0.011,-0.076,-0.045,0.002,-0.08,filter_201
-0.05,-0.025,-0.051,0.004,-0.046,-0.024,filter_202
0.035,0.175,-0.005,0.002,-0.097,0.064,filter_203
0.01,-0.117,-0.061,0.0,-0.098,-0.027,filter_204
0.028,0.254,0.049,0.034,-0.071,0.081,filter_205
-0.102,-0.116,-0.132,-0.04,-0.045,-0.0,filter_206
-0.008,0.143,-0.034,0.026,-0.068,0.043,filter_207
-0.003,0.239,-0.012,-0.011,-0.018,0.064,filter_208
-0.005,0.012,-0.054,-0.013,-0.031,0.035,filter_209
-0.056,-0.15,-0.043,-0.026,-0.006,-0.067,filter_210
-0.161,0.1,-0.143,-0.02,-0.099,0.04,filter_211
0.017,0.148,-0.011,-0.018,-0.072,0.058,filter_212
0.071,0.05,0.029,0.034,0.005,0.029,filter_213
-0.053,0.229,-0.047,-0.002,-0.086,0.069,filter_214
0.0,0.177,-0.018,0.03,-0.109,0.073,filter_215
0.057,0.119,0.053,0.013,-0.024,0.032,filter_216
0.032,0.016,0.029,-0.028,0.115,-0.001,filter_217
-0.351,-0.316,-0.355,-0.077,-0.075,-0.066,filter_218
-0.524,-0.42,-0.492,-0.12,-0.092,-0.132,filter_219
0.12,0.365,0.051,0.053,0.003,0.13,filter_220
-0.078,-0.024,-0.061,-0.028,-0.058,-0.035,filter_221
-0.28,-0.267,-0.267,-0.047,-0.028,-0.075,filter_222
-0.422,-0.177,-0.401,-0.099,-0.134,-0.075,filter_223
-0.0,0.178,0.015,0.053,-0.086,0.111,filter_224
0.054,0.195,0.037,0.036,-0.054,0.065,filter_225
0.105,0.345,0.07,0.033,-0.086,0.108,filter_226
-0.114,-0.047,-0.155,-0.039,-0.064,0.006,filter_227
0.01,0.168,-0.008,-0.001,-0.066,0.047,filter_228
-0.069,-0.131,-0.066,-0.037,0.02,-0.056,filter_229
-0.025,-0.016,-0.077,-0.01,-0.104,0.024,filter_230
0.012,-0.051,-0.001,-0.014,0.019,-0.005,filter_231
0.018,-0.078,-0.019,-0.018,-0.09,0.006,filter_232
-0.053,0.01,-0.094,-0.011,-0.019,0.023,filter_233
0.043,0.108,-0.01,-0.008,-0.06,0.027,filter_234
-0.125,-0.158,-0.107,-0.016,-0.101,-0.03,filter_235
-0.014,0.041,-0.058,-0.017,-0.058,0.053,filter_236
0.109,0.267,0.037,0.041,-0.084,0.122,filter_237
0.004,-0.03,-0.007,-0.008,-0.053,0.027,filter_238
-0.327,-0.171,-0.309,-0.063,-0.065,-0.034,filter_239
0.02,0.126,-0.022,0.035,-0.047,0.101,filter_240
-0.534,-0.349,-0.505,-0.149,-0.111,-0.12,filter_241
0.019,0.035,0.015,0.042,-0.021,0.066,filter_242
-0.44,-0.405,-0.452,-0.129,-0.104,-0.164,filter_243
-0.48,-0.302,-0.455,-0.112,-0.141,-0.089,filter_244
-0.189,-0.209,-0.198,-0.046,-0.02,-0.039,filter_245
0.055,0.095,0.049,0.012,0.02,0.017,filter_246
-0.504,-0.316,-0.496,-0.133,-0.129,-0.098,filter_247
0.045,0.318,0.039,0.029,-0.11,0.108,filter_248
0.016,0.125,0.016,0.029,-0.076,0.07,filter_249
-0.049,-0.368,-0.081,-0.01,-0.039,-0.096,filter_250
-0.114,-0.054,-0.12,-0.017,-0.114,0.001,filter_251
0.041,0.011,0.003,-0.002,-0.033,0.021,filter_252
-0.205,-0.154,-0.194,-0.04,-0.091,-0.032,filter_253
0.045,0.104,0.054,0.005,-0.007,0.004,filter_254
-0.087,-0.191,-0.105,-0.009,-0.028,-0.02,filter_255
