Y_true,Y_pred,with_uAUG,with_GCC,with_GGC,with_CGG,with_GGG,with_CCC,with_TTT,with_AAA,recon_acc
8.01099236898,7.366688,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,92
7.96775464902,7.4186487,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,98
7.79971080636,7.426477,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,100
4.68581701684,4.4777646,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,101
7.68621720168,7.5171843,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,100
5.005187707569999,5.3711925,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,99
6.53246222487,6.0832596,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100
4.604797232759999,4.9474506,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,84
8.209879585289999,7.446022,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,92
7.638281866719999,7.5808606,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,91
7.429858800960001,7.5334034,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,89
8.18859140773,7.063313,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,96
5.86002586185,7.8547173,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,94
8.4518488076,7.334523,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,90
6.17578869378,5.6893086,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,101
4.0643529345800005,2.9080677,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,85
5.693193696390001,4.8494396,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,98
7.266888613130001,7.8038616,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100
5.4902577275499995,5.0023804,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,101
7.5267636619700005,7.770301,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,99
6.897491550560001,6.073611,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,97
4.82828351938,5.3355665,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,95
7.97059477717,6.8774085,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,87
6.9795532829199995,6.7571073,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,92
6.5765684896000005,5.88125,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,85
8.02876053255,7.6643724,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,89
7.9844107386,7.9331446,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,99
7.52225892235,7.025741,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,88
7.943385519419999,7.9017243,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,86
3.21387021248,2.2525067,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,92
3.80481003394,3.200986,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,101
4.32983051503,4.2197948,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,95
7.949501925489999,7.7049775,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,99
7.98683569732,6.773524,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,101
7.1173895400800005,7.2152143,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,79
5.21516422883,4.551936,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,99
7.27996963459,7.2799535,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,101
4.37758355801,4.532684,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,101
4.76201989549,4.342467,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,92
5.08346922555,5.882396,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,90
8.031938392419999,8.120401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,94
7.694852781439999,7.814598,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,88
2.61878733913,2.9632607,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,100
7.38615748109,6.505326,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,99
8.04244319877,7.314173,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,101
5.13201079463,4.5786734,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,99
7.551677364780001,7.962478,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,96
7.6450782352,8.126372,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,100
8.050898679660001,7.9190884,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,98
5.64921748176,5.0122776,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,99
7.095855042010001,7.6668587,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,100
6.38406076189,6.1886864,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,96
6.879308850810001,8.083533,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,92
5.35263222421,4.986029,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,101
7.264051973119999,7.120686,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,95
3.1993131445999996,3.3070073,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,100
3.62877907933,4.362367,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,99
5.3806212052600015,5.3230968,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,100
2.98569572618,3.5785375,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,98
8.33534562727,7.6536865,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,101
6.222102817330001,5.892941,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,100
7.1557282225,7.4933586,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,101
4.60671554351,6.0997863,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,92
3.9239961415099995,5.288984,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,89
5.91941505339,6.0873017,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,101
7.484441684330001,7.381635,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,88
7.5240674318,7.829399,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,96
7.48819935148,7.2887125,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,96
7.69758437752,8.161664,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,95
7.32220700695,7.2616873,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,86
5.9857270586,5.491739,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,99
3.70441599677,4.2759852,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,98
6.049149356390001,6.2158947,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,101
6.00022788038,6.207519,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,101
4.01124782644,3.492487,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,100
7.014105259269999,7.434652,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,95
6.823221320549999,6.155906,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,100
7.60772890212,7.24487,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,101
6.50401768684,6.3605013,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,94
5.05773683396,5.934776,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,97
4.37286989037,4.500217,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,99
6.71686234385,6.3087306,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,99
4.68505985712,4.6514735,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,100
8.351248192889999,7.9495864,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,100
7.86718346863,7.4507256,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,101
3.21969615212,4.388719,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,101
7.3389098284,7.2871737,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,94
7.935717120930001,6.6299024,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,98
7.762418393130001,7.329973,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,100
6.620538159990001,5.984251,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,99
7.043612510860001,7.168553,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,101
4.80828451864,4.625209,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,100
7.5172409701300005,7.3496933,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,100
7.94208685166,7.674795,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,96
8.43117829496,7.8140726,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,91
7.79715836969,7.983649,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,100
7.783041755189999,8.081171,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,90
3.20707040443,2.1608872,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,97
8.08157719195,8.202575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,99
7.272548356060001,7.559734,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,95
5.15523698703,5.684772,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,96
6.890200915639999,7.8589664,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,91
7.86592569952,6.7811675,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,85
4.47957620649,4.992939,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,98
7.1705429134,7.528312,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,86
7.67694757675,7.976092,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,101
7.7777575294500005,8.025059,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,100
4.0556884888099995,4.4408417,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,87
7.784798637130001,7.675157,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,100
5.60702538298,6.1831045,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,100
7.483565134189999,6.681538,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,100
7.7494118708,7.836296,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,100
8.40617042908,7.431092,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,90
8.527684593150001,7.5948014,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,86
6.43390880858,6.3435364,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,98
7.31361694829,7.85061,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,93
7.706944737100001,7.959239,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,100
3.81509132324,4.42711,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,96
6.2856588165,5.6316,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,98
4.24934664257,4.4913654,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,95
8.21891117723,8.704675,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,96
4.6210397395,5.4419055,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,101
7.88702583483,7.962593,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,90
8.32451384417,8.188478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,98
6.42541284691,5.2704763,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,101
4.62799493092,4.8836913,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101
7.415517660010001,7.5339937,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,99
4.54673635534,5.0151954,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,95
3.8693374406800003,5.3752375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100
5.72799651232,5.3516765,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,100
6.282714875,5.229002,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,101
6.77843809431,5.757248,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,101
3.8832537163099996,5.1232057,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,98
7.673116346919999,7.717959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,87
7.89991170342,8.136793,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,90
2.7776378634599994,2.2073822,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,99
7.662075283260001,7.9682136,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,95
7.50173120273,7.557959,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,98
8.33328896732,8.481437,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,101
8.063543782910001,7.665075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,95
7.99821310504,7.7350464,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,101
3.4522493941500003,3.991394,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,97
5.75729798981,5.555903,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,96
7.99186797252,6.5191193,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,100
7.805550255639999,7.735177,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,96
5.951233965469999,6.7117004,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,98
8.404022719510001,7.9004226,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,95
4.26686550275,2.931766,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,98
6.55026517622,6.127105,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,96
7.8676830886800015,7.4792747,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,99
7.0855046601600025,6.9264646,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,99
3.43654291134,3.2877655,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,86
7.01145878984,7.7620606,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,94
3.3265381379799996,2.7984161,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,95
7.471660604369999,7.0660524,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,101
7.91069848526,7.3002577,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,100
6.81694990941,6.0116863,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,95
5.58919475362,5.9980845,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,86
5.58075639921,5.7430396,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,100
8.08434261153,8.027808,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,101
8.62751047609,8.701292,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100
8.1564138012,7.874002,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,87
8.290332920689996,7.9492645,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,96
8.15235030019,7.602871,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,91
7.9371713258100005,8.117946,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,95
8.27660011901,8.748409,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,99
3.48146954116,3.2387428,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,90
8.08264257393,7.385229,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,98
7.5334556815600004,7.5982027,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,100
7.8599332889,7.3831215,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,95
7.59209422921,7.4333863,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,101
7.523543451239999,8.029398,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,101
8.06105553865,7.7164397,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,99
6.754301374219999,6.4016237,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,99
7.46123061635,5.8504786,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,101
7.844402411869999,8.014505,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,100
4.4307069428500006,2.8351502,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,83
4.49421954844,4.488506,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,100
5.86943841309,5.9529276,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,101
8.150084365089999,7.7426205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,99
5.80588669075,6.084138,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,101
6.64995678209,5.9871087,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,88
3.8450277614,3.9979234,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100
7.4314157299199985,7.3821826,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,94
3.4048174422299997,5.2573357,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,88
2.39409180938,3.2688966,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,84
8.45520435625,7.685917,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,100
7.27225340579,7.471236,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,98
6.886748648089999,6.876386,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,96
2.99386331114,2.5111098,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,100
8.22363299744,7.45873,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,98
4.88794819519,4.7650585,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,97
5.58934450217,6.0374026,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,89
6.692463285340001,6.394643,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,89
7.67237499541,7.85835,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,98
4.3411556495,4.545193,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,78
4.95652460335,5.2710743,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,88
6.351975434859999,6.8203516,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,100
6.62835622478,6.3837185,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,100
4.337082048469998,3.9044495,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,99
8.70982724263,8.196198,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,99
5.0337794666199995,5.0617247,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,99
4.55358653272,4.656946,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,87
8.04837979459,7.7157207,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,96
7.30240498632,7.0409408,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,99
4.73382851039,5.6213455,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,101
7.1882819649,7.4951077,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,100
7.78606457408,7.189847,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,85
7.54540529222,6.708036,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,99
8.12373432991,8.192289,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,99
7.658707216910001,7.357905,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,99
7.942399824039999,7.072705,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,95
7.28040976631,7.2991505,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,92
8.053473034889999,7.5256743,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,98
7.52640337263,7.2158766,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,101
8.17767777445,8.072656,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,99
8.03250960488,7.979042,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,96
3.14906703426,3.0024161,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,101
5.30674115497,5.0080414,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,95
3.23495373458,3.5246859,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,101
4.68595966183,4.874492,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,101
8.040381516,7.9197598,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,99
7.523832625369999,7.080689,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,99
5.3304363837599995,5.672935,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,100
7.2554196644700015,7.2512107,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,99
7.917786150019999,8.065996,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,91
7.5173859578499975,7.467899,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,94
7.5144514530199995,7.4728303,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,100
7.986121600489999,7.7830725,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,101
7.52147204921,7.628353,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,93
8.312876302560001,8.489305,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93
7.758357947,8.226139,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,101
7.788710979610001,8.019267,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,88
6.170296986089999,5.999524,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,98
5.9380120192999994,5.711826,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,94
7.909384899,8.252988,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,94
4.16262088366,4.398151,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,94
6.32085635012,6.159251,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,101
5.33758330495,6.351455,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,100
5.06443528065,5.8393917,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,100
