Y_true,Y_preed,with_uAUG
4.9435866949500005,4.989103,1.0
7.9854800873,8.086122,1.0
7.7811523433700005,7.645929,0.0
7.30789300869,7.153287,0.0
8.33982990836,8.023095,0.0
5.823890326900001,5.4994216,1.0
7.98898244765,8.344522,1.0
5.359019173,4.708773,1.0
6.325343462969999,6.5285716,1.0
3.1640167612199996,4.541007,1.0
8.00188212016,7.662586,0.0
4.7014723723100005,4.2090583,1.0
4.67277203518,5.334104,1.0
3.70507373367,3.5712924,1.0
3.4375597541900005,4.173477,1.0
8.1256716809,8.030996,0.0
5.41536181446,4.646582,1.0
7.47669315107,7.6489835,0.0
4.62534818864,6.065229,1.0
5.3555472787300005,5.834761,1.0
8.166200547010003,7.88545,0.0
7.079524207060001,7.6087146,0.0
7.200275477839999,6.715124,0.0
7.675210239439999,7.6712008,0.0
6.80349503556,7.1368427,0.0
7.454377778160001,7.488798,0.0
7.693639987060001,7.980367,0.0
6.979400129580001,6.097846,1.0
8.18811150773,7.8446794,0.0
7.4535120386100004,7.1107454,0.0
8.3118161657,7.963298,0.0
7.4294976364600025,6.8153358,1.0
6.38150137943,6.896661,0.0
2.9145338203900004,2.435706,1.0
6.82096133755,5.8971047,1.0
7.966233893039999,8.249706,0.0
7.9762158323,7.5948524,0.0
6.21916539561,6.9350414,0.0
6.269639618999999,6.504427,1.0
7.95121177715,7.3161674,0.0
6.95906230729,7.086501,0.0
7.30867115077,7.293253,1.0
8.16656337979,7.9349747,0.0
5.24040204628,5.062092,1.0
7.8886366918499995,8.541244,1.0
8.0505363127,7.419833,0.0
7.249881208480001,6.9053783,0.0
8.150386553019999,8.1278105,1.0
3.0109122044300003,2.137075,1.0
5.040399368459999,3.141811,1.0
7.08250750098,7.342,0.0
4.2797146413,3.5377169,1.0
7.61878010861,7.699527,0.0
7.145592230399999,7.416994,0.0
7.877599753560001,7.469699,0.0
7.82292103219,7.6127214,1.0
6.70190788525,6.994603,0.0
7.8396372577,7.549383,0.0
8.15593232558,7.255691,0.0
5.80682148149,5.5540404,1.0
8.00656319516,7.2077785,0.0
2.6516043068400004,2.9648738,1.0
5.411738874019999,4.3483996,1.0
4.0018938337300005,3.8674555,1.0
8.19049281879,7.5850716,0.0
7.67527111376,7.5000024,0.0
7.915269361749999,7.8266954,1.0
4.417838154659999,3.2003212,1.0
7.48591485031,7.680223,1.0
7.54213025028,7.5752068,0.0
8.34039729429,8.247381,0.0
4.933030545749999,5.1734924,1.0
3.2414181323699998,3.3595314,1.0
5.21873785288,5.595414,1.0
6.7989472202100005,6.3589106,1.0
7.79797173278,7.992869,0.0
7.932245447410001,7.839802,0.0
7.2299070991,6.6298823,0.0
5.13996892116,6.1712985,1.0
4.75238948719,5.095478,1.0
6.496599398330001,6.161295,1.0
7.55761107099,7.283498,0.0
7.57656413484,7.1045914,0.0
8.51229628332,7.8623815,0.0
7.73220850715,7.9517617,0.0
6.281873257309999,5.776374,1.0
6.10177637273,2.9545279,1.0
4.474853715269999,3.9400635,1.0
6.82996121492,6.786886,0.0
8.24780466111,7.9978,0.0
3.59811594445,4.809478,1.0
6.9207888764600005,7.123805,1.0
6.322659776390001,6.035557,1.0
4.64074355372,3.9841561,1.0
3.57315517642,2.8648891,1.0
6.73913046658,6.249192,1.0
8.03362218675,7.4587526,0.0
4.91363717328,5.2114844,1.0
4.99147595077,7.1687098,1.0
6.0143350715,6.402878,0.0
4.03161244646,4.227849,1.0
7.749768249489999,7.9803014,0.0
7.040260247130001,7.3510475,0.0
7.39326847157,7.2359147,0.0
7.8334087454,6.694977,0.0
5.06783963151,5.256855,1.0
7.77663238127,7.84196,0.0
6.492818101930001,6.9767337,0.0
7.5338141257,7.696018,0.0
8.13035890991,8.018121,0.0
7.0162217153799995,7.628856,1.0
7.832889983130001,6.324647,1.0
5.87929446216,6.3833475,1.0
3.99987271834,3.5492234,1.0
3.97129490355,4.8580236,1.0
7.6369260534000025,7.408652,0.0
7.284042037510001,7.0335326,0.0
7.5529958209600006,7.5612936,0.0
3.8924217389599995,4.791686,1.0
7.642272522989999,7.824697,0.0
2.91286399927,4.0550666,1.0
5.6842516418499995,6.3952227,1.0
7.794705502539999,7.5084014,0.0
4.24146056038,4.5341005,1.0
7.726486691989999,7.6427183,1.0
3.08346339983,3.8433404,1.0
3.5588195662,2.7787938,1.0
2.5062611866099997,1.6782684,1.0
7.75833350085,8.003542,0.0
2.8274783982200002,2.1664877,1.0
7.87232270921,7.394782,0.0
4.26478110824,5.0607405,1.0
8.41932956079,7.922792,0.0
8.74702592985,7.194816,0.0
7.9258632246500005,7.2764454,1.0
7.22832805911,7.6133885,0.0
6.8719585508200005,7.294591,0.0
6.0117443263300006,6.3084946,1.0
6.960376806519999,7.521212,0.0
6.42462063321,5.6296616,1.0
7.18657441755,6.857857,0.0
6.76166862281,6.815835,1.0
8.08936230587,8.472483,1.0
3.55334535814,3.344789,1.0
4.1421683742400015,4.991533,1.0
7.1005711883,6.8083005,0.0
7.568451366739999,7.2090187,0.0
4.58988368965,3.620511,1.0
7.8017710541600005,7.5032463,0.0
5.72494278699,6.395898,1.0
3.8029331903900014,4.9520407,1.0
6.13866492607,5.515952,1.0
4.86323667235,5.2730308,1.0
7.924075715489999,6.967429,0.0
7.032544849560001,7.1534753,1.0
7.63376902158,6.89046,0.0
5.4391759577,5.09996,1.0
5.338541287180001,5.578956,1.0
7.35091583012,7.2222342,0.0
5.57849878776,6.732217,1.0
4.45283482161,4.995168,1.0
7.706268486589999,7.5412292,0.0
8.34161224105,8.833182,1.0
4.41745408411,4.5244536,1.0
7.53603650237,7.185014,0.0
7.810942628819999,7.7406707,0.0
7.27434597395,7.6421614,0.0
8.426190705960003,6.9019785,0.0
6.14843883275,5.4814334,1.0
6.953240505680001,7.3997664,0.0
7.68174968505,8.078611,1.0
6.89672177553,7.155739,0.0
7.197590142360001,7.5374403,0.0
4.81092569751,5.0039773,1.0
8.14962607,7.476545,0.0
7.6631589807200005,7.5889115,0.0
7.19568686876,8.150987,1.0
4.30894262996,4.050288,1.0
6.60447825431,7.3283453,0.0
6.7668225335,6.8845305,0.0
6.2838391090400005,6.1821203,1.0
6.975033370499999,6.62535,1.0
7.55123020773,7.24458,0.0
7.661393980860001,7.6900887,0.0
7.78850780713,7.350438,0.0
7.892807960419999,7.467351,1.0
8.24165984942,7.898402,0.0
7.99822038404,7.7856517,0.0
4.33332308411,4.8269887,1.0
7.881558874029999,7.7525954,0.0
5.77708007564,6.0385103,1.0
7.97637238468,7.240977,0.0
8.490787653389999,7.9523077,0.0
4.91133961243,4.5842457,1.0
8.52832416526,7.9744363,1.0
4.40754329032,4.703978,1.0
7.37726109842,7.098384,0.0
6.20033613681,5.803419,1.0
4.18892946605,3.823875,1.0
7.48237401678,7.6079545,0.0
6.989987133210001,6.9049926,1.0
5.43714654147,4.187298,1.0
7.9679544415,7.726427,0.0
7.5460502847500015,7.704315,0.0
8.02876891128,7.625617,1.0
4.15633551373,7.5269194,0.0
8.24243351808,7.9163284,0.0
4.00259267388,4.00794,1.0
3.4034949226899998,3.9732566,1.0
8.272599656919999,7.0004425,0.0
8.24860553441,7.1962705,0.0
7.84574872861,7.669543,0.0
7.578212498889999,7.21222,0.0
7.1331350988899995,7.6005387,0.0
6.612833999019999,6.9022636,1.0
8.1870415683,8.382617,1.0
5.0477002619,5.4987926,1.0
8.3015099176,7.3812118,0.0
7.22973417967,7.6842704,1.0
7.34943466965,7.44301,0.0
7.127877700219999,6.804519,0.0
7.4227059870100005,7.714602,0.0
8.20274654273,7.6304,0.0
6.4794347757200015,6.390473,1.0
7.7801580444899985,7.9411263,0.0
4.4622681411,3.9768429,1.0
7.68066333791,7.4618955,0.0
3.5167556228900003,3.896079,1.0
3.5998445090699995,4.490326,1.0
5.28456226143,6.4613996,1.0
3.06706741483,5.048693,1.0
8.03195649273,7.9244127,0.0
4.23746952558,5.361771,1.0
7.747633254489997,8.479556,0.0
7.83566395969,7.806112,1.0
8.1375065975,8.141003,1.0
3.56520622119,4.438998,1.0
4.98660001049,7.8813167,0.0
4.4851750078300014,4.4845886,1.0
3.5040342903699995,3.171352,1.0
7.452325839239999,7.6871057,0.0
6.23690748197,6.6166396,1.0
5.855489969319999,5.9119563,1.0
4.63943127228,4.725778,1.0
8.24698400623,8.368949,0.0
5.0552508643400005,6.2418666,1.0
5.145450829880001,7.032182,0.0
6.896411378169999,7.1012907,0.0
7.71901874482,8.695796,1.0
7.95752899413,7.963825,0.0
5.3941885672300005,4.7092714,1.0
7.01794941408,5.628981,1.0
3.86168273084,3.094163,1.0
4.821148815290001,4.972609,1.0
5.26199698512,5.0101094,1.0
7.497961576669999,7.8064113,0.0
5.8386997355800005,5.2753425,1.0
7.45315913379,7.5316176,1.0
7.502972184439999,7.5991063,0.0
7.543368439369999,7.632794,1.0
4.637138245219999,5.639748,1.0
7.99506090395,8.220285,1.0
4.92135726306,7.662848,1.0
7.60899605724,8.086477,0.0
7.4641388752100015,7.6428432,1.0
8.15896251458,8.507538,0.0
6.68237929232,6.892585,1.0
7.925353302939999,8.05435,0.0
7.47124761335,7.561801,0.0
6.07725298069,6.5262036,1.0
5.20651880584,6.01378,1.0
7.64580852161,7.359483,0.0
5.67441117321,5.0496364,1.0
7.94923094157,8.039069,0.0
3.7412348848000003,4.651908,1.0
4.73446478964,4.7908463,1.0
7.04996972765,7.4058905,0.0
6.405049443999999,6.808061,1.0
7.70475983587,7.9075828,0.0
3.8167932271900002,2.2740464,1.0
7.80252135921,7.8986726,1.0
5.10701635916,5.0384955,1.0
7.5037450756699995,8.10126,0.0
3.9726807732699996,3.070157,1.0
5.526746297459999,5.671185,1.0
4.14920261398,4.778244,1.0
8.185985890960001,8.035599,0.0
8.6110740178,7.9754868,1.0
8.4524727638,8.200466,0.0
6.0064394552600024,6.793328,1.0
5.55994130945,5.3411517,1.0
7.230292222789999,7.3239455,0.0
3.8672077175699995,5.373678,1.0
6.82101949766,5.7562323,1.0
7.66681351217,7.783856,0.0
8.44454585457,7.3825097,1.0
6.041348036980001,5.367456,1.0
7.42982030195,7.924369,0.0
4.1385337075300015,5.202958,1.0
8.58759509534,8.24929,0.0
8.264240388169997,8.544723,0.0
2.59367203507,1.1909249,1.0
4.38528187677,4.0865226,1.0
7.860643673180001,8.42343,0.0
6.285239053230001,6.3788385,1.0
6.0480959734500015,5.9660616,1.0
6.0193096738300005,5.060184,1.0
5.70848641986,5.6316934,1.0
8.053742737819999,7.9604373,0.0
7.175975648,6.606269,1.0
7.25406944852,8.306354,1.0
7.64884728224,7.25629,0.0
5.521245596519999,5.5054884,1.0
6.04939691102,5.955807,1.0
3.10222474524,4.8868923,1.0
5.568608403740001,6.7438703,0.0
4.1876758570699995,5.1067615,1.0
7.68820317281,7.9757323,0.0
7.7898556988699985,7.2684164,0.0
6.815532049,7.54106,0.0
6.9481357074300005,7.476504,1.0
5.24306889917,5.118139,1.0
8.18655735784,7.8860574,0.0
7.0324367732700015,8.497173,1.0
3.8737265783199994,4.815836,1.0
3.1893082523799996,3.3758955,1.0
5.55626719252,5.355746,1.0
7.41410011497,7.6313133,0.0
4.430784994150001,5.1932907,1.0
8.18514313577,8.082852,0.0
7.7346900209100005,7.7222395,0.0
7.847329579149999,7.303602,0.0
8.00224608793,8.192728,0.0
8.106993005169999,7.7936935,0.0
7.42372549964,7.0871744,0.0
7.7431273133300005,7.4139876,0.0
7.79049609773,7.863451,0.0
4.94775355115,5.6866474,1.0
7.760606903060001,8.073799,0.0
4.952439334619999,5.5411057,1.0
4.75810079625,3.4617252,1.0
3.58110669612,4.077444,1.0
7.141625820660001,7.961685,0.0
5.28751611736,4.845004,1.0
5.82239431028,6.2924056,1.0
7.224757254360001,7.148498,0.0
3.53753706052,3.7784748,1.0
6.68189303778,6.4674616,1.0
8.0048614683,7.703678,0.0
5.38283518018,5.226822,1.0
6.75975775167,7.0870123,0.0
7.312866255,7.9255905,0.0
7.827727517839999,7.5020037,0.0
6.04506115224,5.9663577,1.0
7.5935452321899986,8.031922,0.0
5.25172237151,5.6693645,1.0
7.48976317271,7.183771,1.0
8.064548898430001,7.7197633,0.0
8.43060169584,7.6809564,1.0
7.709953128189999,7.308923,0.0
8.22350816368,7.896268,0.0
5.655240557409999,5.7304955,1.0
8.20921396906,7.746226,1.0
7.57923501587,8.606002,1.0
6.31721673551,7.077598,1.0
7.77023239615,8.232602,0.0
7.490857425860001,7.2244973,0.0
7.2224658365600005,6.674902,1.0
7.021250975319999,7.061857,1.0
7.85374691897,7.8034997,0.0
4.24013330874,3.535811,1.0
7.51988188612,7.013103,0.0
7.2257235070100005,6.8557,0.0
7.929666397869999,7.8786263,0.0
7.9076528152100005,7.7666926,0.0
3.84353247541,4.7468276,1.0
7.70697923769,7.474949,0.0
3.55117832896,3.4732199,1.0
7.7367306964800004,7.0947547,0.0
7.890079723569999,8.019919,1.0
2.95310372018,3.4913907,1.0
3.26200072114,2.2436748,1.0
6.87356128352,7.2980423,0.0
8.08994556227,8.783712,1.0
7.741199010700001,7.2650075,1.0
4.09398710134,3.6578655,1.0
6.57054000865,6.071769,1.0
4.7599167084900005,5.389151,1.0
4.10322117434,4.520019,1.0
3.6024540386900004,2.734892,1.0
4.70476601254,4.058203,1.0
3.96245180484,3.9139795,1.0
7.82176340003,7.528241,0.0
7.8643639648800026,7.384537,0.0
5.690593625880001,3.7751818,1.0
8.16495777125,7.5992584,1.0
4.47784142326,4.4913783,1.0
7.628175651910001,7.570418,0.0
5.593116437080001,4.759868,1.0
5.55372519546,5.979874,1.0
5.0858904683800015,5.072918,1.0
7.8367845721,7.6245527,1.0
7.888308919430001,5.818178,1.0
2.97871995359,3.1513815,1.0
7.2895513378,7.7348475,0.0
5.19283123875,6.2562017,1.0
7.843727184389999,7.9940386,0.0
4.91815344799,4.5947776,1.0
8.72865940258,7.9684386,1.0
7.53021112661,7.1669807,0.0
7.1244737479,7.549919,0.0
7.87430833518,7.680264,0.0
6.537094454959999,6.9764276,0.0
5.33026785453,5.308063,1.0
6.72885068985,7.075685,1.0
7.19850850128,7.5999236,0.0
7.1966938339399995,7.6557026,0.0
7.4286495219700015,8.709534,1.0
7.67398868234,7.8080277,0.0
8.37922206496,7.660873,1.0
4.55649057685,5.553344,1.0
7.90945795712,8.301272,0.0
7.61984069634,7.6571813,0.0
7.84632461403,7.4699135,0.0
6.25855777479,5.8931975,1.0
7.309276877589999,7.8382936,0.0
7.793675767919999,7.6958127,0.0
4.02642968399,4.027667,1.0
7.92786743579,7.839129,0.0
7.03871808053,7.3718066,0.0
7.30505814501,7.496325,0.0
4.11998546015,4.9874473,1.0
6.00385320444,7.42214,0.0
7.71155592086,7.948647,0.0
5.95018014137,6.376541,1.0
8.116873514889999,7.831076,0.0
3.1128956575999998,2.9228263,1.0
8.13639518421,7.6654687,0.0
7.54724053773,7.735087,0.0
4.76657059019,6.2640924,1.0
3.86296378769,5.2354565,1.0
3.21469983296,3.2134218,1.0
8.28555758105,7.1717105,0.0
7.870772584860001,7.815204,0.0
3.0530636186,3.433918,1.0
4.938093085299999,5.1198606,1.0
8.2206946077,7.860609,0.0
4.08723578922,4.4245253,1.0
6.66135561699,6.563571,1.0
4.1304151783,5.4715686,1.0
7.795505931830001,8.516402,0.0
6.40531143957,6.8572545,1.0
3.2898468121900004,3.8358355,1.0
7.53862305667,7.769356,0.0
8.0277501044,7.9858565,0.0
6.5871355121500015,6.9186683,1.0
7.36232321972,8.83541,1.0
4.31402275828,4.964886,1.0
2.5259107044599998,4.908915,1.0
3.4162471489099997,3.669016,1.0
8.278246718610001,8.068639,0.0
8.31995593605,7.8954344,0.0
7.247397993239999,6.8708925,1.0
4.517342468530001,4.9180675,1.0
8.066745010230001,7.7866273,0.0
3.3940366005000002,5.222719,1.0
4.8190026042500005,4.7910867,1.0
3.6901425973900004,4.919683,1.0
8.030276889680001,8.089612,0.0
7.1670367021500025,7.6013594,0.0
3.9006952010400004,4.2564926,1.0
7.74473896785,7.981728,0.0
6.05933444661,6.6553345,1.0
7.27440266928,7.593321,0.0
8.2457849884,7.5894713,1.0
5.6414489868599995,6.049466,1.0
7.381961286519999,7.693051,0.0
8.24338366459,7.7106066,0.0
7.939817010780001,7.9216886,0.0
4.37585820737,4.0034685,1.0
4.95418635216,4.353098,1.0
5.58283029539,7.1568937,0.0
6.6903202437800005,6.7986703,1.0
3.50346630753,4.1916685,1.0
6.07851089691,5.8512225,1.0
5.46761911704,5.7736263,1.0
7.974514279019999,7.9482145,0.0
8.03546142524,7.5783477,0.0
5.97383925711,6.5725417,1.0
7.952910007330001,7.876963,0.0
8.14161478562,8.199886,0.0
7.9379201124000005,7.9074388,0.0
4.46570168978,4.6164594,1.0
5.15167012898,5.9870763,1.0
7.8156557499899995,7.504508,0.0
6.9088491885000005,7.517019,0.0
8.07679874127,7.3636484,0.0
2.98569572618,3.6983914,1.0
2.86590965305,1.8958735,1.0
7.9264571501,7.7175746,1.0
5.8321445048000005,6.433028,1.0
4.494516709709999,4.17539,1.0
7.95392066541,8.19679,1.0
7.24848979235,7.730814,0.0
4.08550590274,4.3785977,1.0
7.605133659360001,7.6838875,0.0
8.310274116950001,8.579115,0.0
7.44127312788,7.186433,0.0
6.01838709184,7.0932546,1.0
5.823336936869999,4.450411,1.0
6.3398527605699995,6.282373,1.0
6.938058634,8.039584,1.0
6.27439449638,6.2395096,1.0
3.9811824758800007,4.1633654,1.0
4.86844415797,4.8599496,1.0
6.19186611311,6.8833113,1.0
5.38537665147,4.0428166,1.0
7.06361490662,5.77569,1.0
7.970416299460001,8.16982,1.0
7.19221431495,7.5975466,0.0
7.822696574149999,8.579735,1.0
7.70292829117,7.506064,0.0
7.74762472748,7.7088923,0.0
7.07747571245,7.1251836,0.0
3.4555505841199996,3.9271731,1.0
6.24063095054,6.693102,1.0
4.666881485859999,5.449069,1.0
8.28494844727,7.6068225,0.0
4.81254904479,4.7116594,1.0
7.320614083610001,7.193186,0.0
8.42973332347,7.7761974,0.0
7.01383587397,6.9469256,0.0
3.04764579857,2.81459,1.0
7.690933959380001,6.5237093,1.0
3.3440162998100003,3.6338296,1.0
7.66294588827,7.7837553,0.0
4.3071751777,3.4289808,1.0
7.2995771371,7.241574,0.0
6.512345010680001,7.0162287,0.0
5.739850828230001,5.564817,1.0
8.129874599239999,7.6122246,0.0
5.966657555269999,5.753324,1.0
7.60286334844,7.6487937,0.0
8.257327100860001,8.132918,1.0
7.78631982962,7.159509,0.0
3.88558155209,4.275194,1.0
7.16309218863,7.568305,0.0
4.53164688949,4.362105,1.0
7.957977056889999,7.591644,0.0
5.037621311690001,4.8769917,1.0
7.51021858745,6.723045,1.0
5.315286389190001,6.114758,1.0
5.19056472292,5.1608076,1.0
7.46640105013,6.8534784,0.0
7.667568278139999,8.436663,1.0
7.69847061082,7.4364758,0.0
7.66796488342,6.932108,1.0
3.8684685843,3.3399715,1.0
4.45299984885,4.1208477,1.0
4.7738378165199995,5.307648,1.0
3.2782984612700004,6.5445786,0.0
7.796745892280001,7.8758016,0.0
7.797077539680001,7.727763,0.0
2.7549985331,-0.20951867,1.0
7.8154606909,7.387328,0.0
4.167100008169999,4.69361,1.0
4.7850181450800005,5.374208,1.0
7.45833465553,7.1566954,0.0
8.36815765463,7.8608823,0.0
5.218777535819999,5.9191427,1.0
4.73630514782,4.767405,1.0
8.07459466383,7.8059916,0.0
5.80535029342,4.715481,1.0
4.25881295757,4.62665,1.0
5.51560180698,5.6486235,1.0
8.044243789500001,8.2564,0.0
7.88705062168,7.6029534,1.0
7.9590195583600005,7.5681787,0.0
7.694013772819999,7.326124,0.0
7.696654407939999,8.135802,0.0
5.90165338916,5.45089,1.0
7.193655586779999,6.528521,1.0
7.222621404189999,7.551599,0.0
6.98720664228,7.6562924,0.0
7.78706114255,8.2110405,0.0
7.610047410010001,7.540424,0.0
7.695742152439999,7.3123517,0.0
7.4397673750300015,7.5335836,0.0
6.800890385750001,5.6516957,1.0
4.74544215189,5.4032235,1.0
5.2954207548,4.809164,1.0
7.467006001789999,7.354765,0.0
5.32139319628,6.0328937,1.0
7.57493464254,7.80188,1.0
4.04539665298,3.057259,1.0
5.37682077044,5.543774,1.0
7.85401695543,7.313576,1.0
6.30087384899,5.639113,1.0
7.78743825662,7.630291,0.0
5.82932914686,4.9035764,1.0
7.95224960755,7.4481716,0.0
7.3772776748399975,7.0619283,0.0
7.303617298250001,7.65547,0.0
7.14855529207,6.526403,1.0
7.977450124450001,7.8335905,0.0
4.73989562509,5.377286,1.0
8.085775581819997,7.5885205,0.0
7.899627284439999,7.811114,0.0
7.77753457013,7.8076878,0.0
7.84066495754,7.7131367,0.0
5.3286766634400005,4.7111816,1.0
7.915997110419999,7.7804766,0.0
3.8504560612199996,4.7636957,1.0
7.5210965959300005,8.032552,1.0
7.9519025835,6.756718,1.0
7.90944534291,7.220011,1.0
7.78924132283,7.6142993,0.0
7.7957923026100024,7.8166814,0.0
6.90814936425,7.414212,0.0
7.849933985539999,7.865577,0.0
7.52550854254,7.340661,0.0
4.34082919138,4.2631154,1.0
4.928246811419999,5.0781155,1.0
6.599913831549999,7.1073895,0.0
4.925804917330001,5.461567,1.0
8.10163770364,8.23023,0.0
8.00832904959,7.5498114,0.0
7.2693096293699995,7.6282525,0.0
4.2924999053500015,5.425681,1.0
4.46139897064,4.3743973,1.0
4.8971604394,5.2280383,1.0
5.85305488491,6.8858047,1.0
3.6069699214399997,5.2564874,1.0
6.6983620118400005,6.1761856,1.0
7.495661650389999,7.6418877,0.0
